"artists","avg_popularity","avg_duration_ms","avg_danceability","avg_energy","avg_key","avg_loudness","avg_mode","avg_speechiness","avg_acousticness","avg_instrumentalness","avg_liveness","avg_valence","avg_tempo","avg_time_signature"
"Peter Frampton",24.3636363636364,246702.363636364,0.683454545454545,0.731454545454545,2.45454545454545,-7.53718181818182,1,0.0331545454545455,0.436545454545455,3.27909090909091e-06,0.148063636363636,0.624181818181818,124.851454545455,4
"Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke",0,201651,0.0877,0.0452,4,-22.712,0,0.0431,0.988,0.936,0.109,0.0353,85.425,4
"Peter Gregson;Richard Harwood;Reinoud Ford;Tim Lowe;Ben Chappell;Katherine Jenkinson",54.5,134143,0.4365,0.352,3.5,-12.6475,1,0.0396,0.8965,0.783,0.1285,0.1421,91.248,3.5
"Peter Harryson",18,193040,0.646,0.722,10,-7.693,1,0.139,0.604,0,0.121,0.96,99.871,4
"Peter Jöback",37,301306,0.566,0.501,3,-8.282,1,0.0281,0.788,5.24e-05,0.106,0.6,102.551,4
"Peter Kater",21.8333333333333,447328.166666667,0.239483333333333,0.17455,2.66666666666667,-16.5671666666667,0.333333333333333,0.0368333333333333,0.948,0.905333333333333,0.0879833333333333,0.0523666666666667,68.81,3.16666666666667
"Peter Kater;Michael Brant DeMaria",20,435086.5,0.263,0.03445,2,-23.0055,0,0.0501,0.9895,0.9055,0.0946,0.0385,99.903,3.5
"Peter Kater;R. Carlos Nakai",24,420960,0.247,0.11105,4.5,-18.3695,0,0.0406,0.986,0.855,0.18185,0.07325,92.8795,4
"Peter Lundblad",36,142666,0.443,0.0429,4,-26.765,0,0.0443,0.884,0.00479,0.325,0.235,112.82,4
"Peter Matthew Bauer",24.5,241602.5,0.3225,0.841,6,-5.999,1,0.07945,0.07745,0.1215,0.192,0.299,105.897,4.5
"Peter Murphy",25,223666,0.665,0.711,11,-9.42,0,0.0285,0.00237,0.0313,0.0964,0.81,97.816,4
"Peter Pan Speedrock",30,174000,0.43,0.98,11,-5.112,1,0.0879,0.00119,0.00475,0.101,0.577,153.411,4
"Peter Rowan",32,361226,0.432,0.433,7,-11.176,1,0.0345,0.604,0,0.0116,0.713,97.257,1
"Peter Sandberg",51.25,153101.625,0.376375,0.09243125,6,-23.885125,0.75,0.039575,0.972,0.922875,0.106125,0.141175,121.68175,3.75
"Peter Sandberg;Aquilo",50,213869,0.557,0.149,10,-16.676,1,0.0434,0.899,0.00622,0.072,0.0815,114.824,4
"Peter Sarstedt",55,286213,0.483,0.44,1,-7.6305,0.5,0.0345,0.5455,3.366e-05,0.213,0.459,178.8035,3
"Peter Schilling",28.5,292717.5,0.774333333333333,0.4715,5,-12.2046666666667,0.166666666666667,0.06575,0.10805,0.0969333333333333,0.157,0.755166666666667,158.136833333333,4
"Peter Sprague",27,137901,0.409,0.107,9,-19.361,1,0.051,0.995,0.876,0.0991,0.498,205.935,3
"Peter Sterling",20,269960,0.313,0.159,10,-16.708,1,0.0338,0.905,0.614,0.091,0.0421,100.545,4
"Peter Tosh",41,262086.5,0.7145,0.608,3.5,-11.6845,1,0.184,0.0985,4.73e-06,0.1515,0.7325,109.6805,4
"Peter Tosh;John Benitez",61,244253,0.749,0.849,4,-5.761,0,0.0544,0.0299,0.000168,0.115,0.959,145.169,4
"Peter Van Hoesen;Donato Dozzy",19,500857,0.788,0.829,11,-9.355,1,0.0578,0.179,0.674,0.0836,0.777,124.971,4
"Peter Wackel",13.6666666666667,201758.571428571,0.63647619047619,0.971047619047619,4.85714285714286,-2.40966666666667,0.571428571428572,0.105019047619048,0.0543047619047619,4.28571428571429e-07,0.327252380952381,0.62052380952381,131.858904761905,4
"Peter Wackel;Chriss Tuxi",0,204386,0.763,0.906,2,-4.856,1,0.0336,0.174,1.35e-06,0.176,0.961,126.043,4
"Peter, Paul and Mary",26.1666666666667,273613,0.528,0.22375,4,-17.7925,0.5,0.0468,0.605,0.000805,0.09125,0.511,85.4705,4
"Petra Berger;Alessandro Neri",19,251779,0.496,0.465,2,-8.881,0,0.0271,0.51,0,0.129,0.153,103.025,4
"Petra Espiritu",22.3333333333333,329999.666666667,0.339666666666667,0.10889,8,-21.1853333333333,0.666666666666667,0.0389666666666667,0.905,0.898666666666667,0.0981333333333333,0.165866666666667,89.044,4.33333333333333
"Petros Idris",63,210624,0.0602,0.00961,7,-34.583,1,0.0498,0.923,0.989,0.0922,0.0942,64.154,4
"Petrúcio Amorim",40.5,203390.5,0.6445,0.836,8,-5.0135,0.5,0.0665,0.339,0,0.20505,0.9195,172.3555,4
"Petrúcio Amorim;Jorge De Altinho",39,156943,0.67,0.949,11,-5.285,0,0.0931,0.274,0,0.213,0.951,122.184,4
"Petrus",26,187067.833333333,0.667166666666667,0.561166666666667,5.83333333333333,-7.98583333333333,0.666666666666667,0.1496,0.30575,0.000421666666666667,0.179383333333333,0.518333333333333,129.879666666667,4
"Petrus Kähkönen",28,180760,0.472,0.472,8,-5.951,1,0.026,0.652,0,0.127,0.264,75.57,4
"Petrus;Felicia Takman",0,178213,0.737,0.512,1,-10.094,1,0.0584,0.549,1.08e-06,0.271,0.385,98.968,4
"Pets Tseng",54,243666,0.502,0.442,3,-7.89,1,0.0425,0.746,0,0.197,0.201,136.102,4
"Pets Tseng;WeiBird",58,186014,0.569,0.488,0,-9.698,1,0.0409,0.175,0,0.263,0.212,81.998,4
"Petter",37.6666666666667,178807.333333333,0.513,0.601,8.33333333333333,-9.66033333333333,0.666666666666667,0.166866666666667,0.476133333333333,0.00417096666666667,0.098,0.352333333333333,127.336666666667,4
"Petter;AFC",39,213240,0.781,0.717,10,-6.171,0,0.0934,0.0815,0,0.371,0.843,110.953,4
"Petter;GAMMAL",35,219014,0.503,0.481,3,-12.196,0,0.0758,0.372,5.27e-06,0.138,0.193,143.149,4
"Petter;Jubilees",35,248373,0.508,0.486,7,-9.762,1,0.0453,0.832,3.16e-05,0.121,0.547,95.238,4
"Petter;Linnea Henriksson",34,217467,0.806,0.541,9,-6.854,1,0.0403,0.176,0,0.188,0.67,89.952,4
"Pettra",30,428642.5,0.6485,0.686,1,-8.8935,0.5,0.0514,0.00939,0.8775,0.1491,0.1378,139.017,4
"Petula Clark",20,185066,0.495,0.54,4,-9.647,1,0.0389,0.718,0,0.163,0.559,118.359,4
"Peyk",38.4,204909.4,0.6996,0.5034,3.6,-7.8222,0.6,0.03472,0.25,0.00256154,0.07694,0.4516,111.5772,4
"Peyk;Fuat",33,218340,0.711,0.664,0,-6.692,0,0.111,0.62,0,0.0576,0.926,87.035,4
"PG",46,307362,0.462,0.6455,0,-5.4435,1,0.03165,0.289,0,0.8855,0.212,107.3745,4
"PG;Nívea Soares",38,267960,0.559,0.403,7,-8.107,1,0.026,0.586,0,0.0961,0.497,131.966,4
"PH e Michel",43,163596,0.614,0.875,1,-3.225,1,0.134,0.441,0,0.424,0.818,159.847,4
"PH e Michel;Hugo & Guilherme",49,219543,0.594,0.743,4,-2.564,1,0.0303,0.467,0,0.597,0.714,120,4
"Phaeleh;Soundmouse",49,280810,0.342,0.277,5,-12.568,0,0.0403,0.052,0.188,0.0897,0.102,139.951,4
"Phạm Nguyên Ngọc;VAnh;Ân Nhi;BMZ",60,214293,0.599,0.727,4,-4.894,1,0.0783,0.668,2.58e-05,0.102,0.697,167.979,4
"Phantogram",77,227160,0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,4
"Phantogram;Future Islands",75.5,248346,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,4
"Phantogram;xxtristanxo;Slowed Radio;Future Islands",66,214394,0.535,0.402,9,-10.884,1,0.031,0.000748,0.734,0.0812,0.0862,142.847,4
"PHARAOH",50.8,166237.5,0.79,0.5675,5.1,-8.0125,0.3,0.09968,0.21363,0.012880253,0.11006,0.3147,114.8533,4
"PHARAOH;Big Baby Tape",50,179999,0.967,0.571,0,-10.93,1,0.401,0.0476,1.11e-05,0.0823,0.378,120.027,4
"PHARAOH;Boulevard Depo",47,252460,0.593,0.52,8.5,-8.5955,0.5,0.22255,0.3965,0,0.0751,0.36825,125.514,3.5
"PHARAOH;LSP",53,274964,0.711,0.515,9,-5.27,0,0.0302,0.0415,0,0.0974,0.172,110.062,4
"PHARAOH;Mnogoznaal",47,161008,0.882,0.654,8,-5.766,1,0.279,0.0154,2.18e-05,0.114,0.308,133.039,4
"PHARAOH;White Punk",48,149296,0.586,0.534,1,-7.322,1,0.0232,0.213,0.00051,0.115,0.101,89.969,4
"Pharoahe Monch",62,173230.333333333,0.65,0.915,1,-3.82566666666667,1,0.469333333333333,0.160333333333333,2.01666666666667e-05,0.149333333333333,0.554666666666667,92.83,4
"Pharozen",40.3333333333333,158887,0.468,0.223,5,-12.11,1,0.0336,0.719,0.0408,0.0598,0.401,155.97,4
"Phase II",25,352120,0.724,0.913,0,-6.313,1,0.18,0.0118,0,0.0801,0.804,120.873,4
"PhaseOne",40,218482,0.55,0.918,10,-2.776,0,0.0693,0.000487,0.886,0.642,0.0472,108.078,3
"PhaseOne;Kai Wachi",53,166400,0.599,0.912,6,-2.373,0,0.0429,3.34e-05,0.0188,0.247,0.0385,112.517,3
"PhaseOne;Micah Martin",49,195200,0.529,0.958,4,-2.759,0,0.091,0.000628,0,0.664,0.619,149.969,4
"PhaseOne;Polaris",51,243692,0.285,0.985,1,-1.494,0,0.185,0.000122,0,0.0704,0.193,130.011,4
"Phats & Small;Toney Lee",62,212146,0.797,0.752,6,-7.343,0,0.128,0.0135,0.00496,0.264,0.801,131.932,4
"Phaxe",39,399698,0.774,0.87,4,-6.815,0,0.0541,0.00832,0.832,0.1,0.0354,103.491,4
"Phaxe;Caroline Harrison;Neelix",52,478260,0.718,0.541,2,-9.262,1,0.0391,0.0143,0.476,0.148,0.0898,136.03,4
"Phaxe;Morten Granau",45.5,530773,0.7925,0.7245,6.5,-6.9175,0.5,0.046,0.039295,0.829,0.10105,0.2285,135.9955,4
"Phaxe;Querox",44,331094,0.727,0.853,8,-7.185,0,0.0382,0.00298,0.895,0.578,0.194,136.997,4
"Phenotas",25,230333,0.741,0.903,0,-5.115,0,0.0514,0.0167,0.000348,0.128,0.968,135.972,4
"Pher",0,332676,0.165,0.105,2,-20.436,0,0.0349,0.715,0.866,0.0594,0.0323,111.413,1
"Phil Coulter",21.6,204235.4,0.4516,0.14671,7.6,-19.5445,1,0.03186,0.8692,0.7681,0.11301,0.198,112.8434,3.7
"Phil Coulter;Brian Kennedy;Paul Byrom",20,193933,0.429,0.686,2,-9.269,1,0.0756,0.019,8.13e-06,0.251,0.658,138.17,3
"Phil Coulter;Trad Arr",20,171160,0.479,0.336,4,-9.361,1,0.0316,0.952,0.877,0.0923,0.261,113.284,3
"Phil Gonzo",44,271081,0.752,0.892,0,-6.296,1,0.0354,0.108,0.9,0.147,0.506,115.008,4
"Phil Lam",49.5,251619,0.5105,0.375,5,-8.9365,1,0.03525,0.7455,0,0.1395,0.284,157.996,4
"Phil Wickham",42.95,285297.225,0.41185,0.53365,5.625,-7.8881,0.95,0.0379225,0.288439125,0.00143813025,0.1093975,0.258455,130.173175,3.8
"Phil Wickham;Anne Wilson",40,264160,0.44,0.566,11,-7.451,1,0.033,0.214,0,0.0657,0.338,146.97,3
"Phil Wickham;Brandon Lake",40,270560,0.303,0.685,8,-6.018,1,0.0409,0.0834,0,0.14,0.248,155.862,3
"Phil Wickham;Chandler Moore;Maverick City Music;Mav City Gospel Choir",58,506796,0.26,0.622,2,-6.619,1,0.0417,0.128,0,0.644,0.231,139.002,4
"Phil Wickham;Chris Quilala",52,261360,0.479,0.614,2,-9.055,1,0.0364,0.0995,0,0.104,0.154,90.997,4
"Phil Wickham;Lecrae",49,157066,0.535,0.72,10,-5.969,1,0.0287,0.00221,0,0.0966,0.345,98.011,4
"Phil Wickham;Madison Cunningham",47,283699,0.51,0.5895,1.5,-5.7455,0.5,0.03605,0.3188,0,0.1492,0.309,128.956,4
"Philadelphia Orchestra;Eugene Ormandy",0,67158,0.401,0.397,7,-13.777,1,0.0385,0.989,0.775,0.227,0.903,75.695,4
"Philanthrope;Ian Ewing;Sleepy Fish",46,127000,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,4
"Philharmonia Orchestra;Charles Dutoit",0,422826,0.334,0.187,7,-20.906,0,0.0415,0.884,0.797,0.105,0.0836,112.135,4
"Philharmonia Orchestra;Suzannah Bee",25,163219,0.51,0.197,0,-13.149,1,0.0336,0.992,0.862,0.206,0.476,118.184,4
"Philip",41.5,198659.5,0.373,0.115366666666667,3.66666666666667,-19.9836666666667,0.666666666666667,0.0476666666666667,0.9735,0.928,0.1165,0.248333333333333,124.433166666667,3.66666666666667
"Philip George",67,177560,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,4
"Philip George;Anton Powers",35,173325,0.631,0.92,5,-4.551,0,0.0384,0.0813,3.4e-05,0.148,0.582,124.974,4
"Philip Glass",51.5,301582,0.22275,0.0626,5,-22.3165,0.5,0.0466,0.9375,0.652,0.1135,0.0528,88.003,4
"Philip Glass;Carducci String Quartet",57,194373,0.198,0.0382,0,-29.885,0,0.0443,0.989,0.969,0.17,0.127,136.392,4
"Philip Glass;Daniel Hope;Chie Peters;Deutsches Kammerorchester Berlin;Rundfunkchor Berlin",0,351466,0.285,0.0158,0,-24.312,1,0.0483,0.947,0.466,0.126,0.0369,119.852,4
"Philip Glass;Erwan Keravec",0,635790,0.117,0.297,7,-12.742,0,0.035,0.133,0.924,0.0949,0.0617,94.85,3
"Philip Glass;Nicolas Horvath",59,256146,0.253,0.00429,7,-36.172,0,0.0523,0.99,0.912,0.103,0.0368,74.497,3
"Philip Glass;Paul Leonard-Morgan",53,130678,0.225,0.0368,9,-23.039,0,0.0381,0.977,0.956,0.107,0.0388,169.851,3
"Philip Glass;Valentina Lisitsa",52,160453,0.266,0.00361,8,-29.735,1,0.052,0.995,0.925,0.0723,0.0631,94.861,4
"Philip Glass;Víkingur Ólafsson",0,464453,0.0713,0.00696,3,-39.507,1,0.0405,0.994,0.915,0.071,0.0977,213.848,3
"Philip Wesley",31.6666666666667,256141.666666667,0.361666666666667,0.119966666666667,1.66666666666667,-22.6783333333333,0.666666666666667,0.0450666666666667,0.982666666666667,0.887,0.1052,0.1208,103.663,4
"Philipp Büttner",21,207773,0.485,0.617,0,-7.796,0,0.0802,0.444,0,0.143,0.284,138.393,4
"Philippe Lafontaine",32,222580,0.796,0.468,11,-10.482,0,0.172,0.442,0,0.0668,0.917,94.584,4
"Phill Veras",39,218613,0.539,0.436,3,-11.625,0,0.0298,0.695,0.00022,0.168,0.455,144.991,4
"Phillip LaRue",49.5,220285,0.581,0.367,7,-11.8685,1,0.03395,0.352,0.04630835,0.0933,0.3635,152.997,4
"Phillip Phillips",65.5,209813,0.6495,0.688,4.5,-5.98075,1,0.036175,0.10315,3.9e-06,0.11475,0.45625,118.7615,4
"Phillipa Soo",40.6,205048,0.6524,0.652,5.2,-7.4772,0.2,0.05936,0.21152,0,0.0656,0.2478,123.8856,3
"Phillipa Soo;Lin-Manuel Miranda",60.5,113194,0.573,0.1575,3.5,-13.551,1,0.04495,0.785,0,0.1004,0.391,134.4375,4
"Phillipa Soo;Lin-Manuel Miranda;Renée Elise Goldsberry;Anthony Ramos",62,286485,0.552,0.371,4,-9.426,1,0.227,0.587,0,0.18,0.587,81.548,4
"Phillipa Soo;Original Broadway Cast of Hamilton",68,249770,0.688,0.491,5,-7.494,1,0.269,0.334,0,0.0914,0.737,79.009,4
"Phillips, Craig & Dean",44.7272727272727,270854.272727273,0.424545454545455,0.509363636363636,3.36363636363636,-8.29445454545455,1,0.0318454545454545,0.252885454545455,2.66190909090909e-05,0.135272727272727,0.262318181818182,122.800727272727,3.90909090909091
"Philosophy no Dance",21.5454545454545,251676.181818182,0.679363636363636,0.812454545454545,6,-5.00545454545455,0.636363636363636,0.0499454545454545,0.102766363636364,0.00127541181818182,0.149854545454545,0.643181818181818,119.458454545455,4
"Philosophy no Dance;Night Tempo",23,258120,0.715,0.804,5,-7.006,0,0.0301,0.149,0.104,0.0954,0.815,109.997,4
"Phive O",37,137751.5,0.723,0.2505,5.5,-13.575,0,0.0568,0.46275,0.8605,0.126,0.4185,153.039,3.5
"Phlocalyst",58,172747,0.78,0.334,0,-12.921,1,0.369,0.77,0.83,0.115,0.383,91.079,4
"Phlocalyst;Hoogway;Akīn",59,141971,0.366,0.398,4,-9.75,1,0.0758,0.785,0.846,0.111,0.0399,70.915,4
"Phlocalyst;Mr. Käfer",56,148000,0.65,0.252,0,-10.939,1,0.046,0.522,0.879,0.106,0.332,170.028,4
"Phlocalyst;Myríad",60,153750,0.661,0.221,7,-14.398,1,0.034,0.805,0.886,0.0929,0.158,127.994,3
"Phobia",13,74610.8333333333,0.248333333333333,0.98,4.5,-3.95633333333333,0.666666666666667,0.174333333333333,0.00224915333333333,0.8295,0.254333333333333,0.151683333333333,117.106,4
"Phoebe Bridgers",75.3333333333333,245732,0.547,0.445,1,-10.1846666666667,1,0.0424666666666667,0.805666666666667,0.0303633333333333,0.0918,0.476333333333333,122.983666666667,3.66666666666667
"Phoebe Hunt;The Gatherers",23,209124,0.477,0.283,0,-9.86,1,0.0354,0.734,0.000357,0.147,0.292,112.621,3
"Phoenyx;Zoheb Khan",38,220000,0.48,0.689,2,-5.921,0,0.0384,0.0528,0,0.134,0.203,168.035,4
"phonon",40,226285,0.753,0.877,1,-2.826,1,0.0572,0.00812,0.848,0.0943,0.147,122.927,1
"Phoria",47,257516,0.475,0.137,3,-16.239,0,0.032,0.723,0.129,0.124,0.057,129.623,4
"Phosphorescent",62,370200,0.486,0.623,4,-8.264,1,0.0358,0.734,0.536,0.0509,0.525,86.007,4
"Photek",16,511506,0.559,0.904,11,-5.78,0,0.142,8.41e-06,0.898,0.767,0.115,127.129,3
"Phrantic",19,195107,0.465,0.902,0,-5.689,0,0.0667,0.00108,0.409,0.339,0.069,75.186,4
"Phunard",59,112198,0.208,0.0187,0,-32.373,0,0.0661,0.971,0.879,0.119,0.458,68.983,3
"Phuture",13.2307692307692,484209.076923077,0.762307692307692,0.754615384615385,6.61538461538461,-13.6730769230769,0.538461538461538,0.0708692307692308,0.049661,0.7915,0.131253846153846,0.398923076923077,122.506769230769,4
"Phuture Noize",10,191225,0.3465,0.949,5,-3.2765,0,0.1147,0.07665,0.019285,0.25805,0.08765,155.0155,4
"Phuture Noize;B-Front",64,192014,0.319,0.865,2,-2.526,0,0.0415,0.132,0,0.135,0.0832,155.133,4
"Phyllis Hyman",30,426666,0.692,0.467,0,-12.182,0,0.0344,0.361,0,0.343,0.516,127.98,4
"Phyno;Tekno",51,208296,0.807,0.673,7,-6.042,1,0.0705,0.0525,0.000118,0.0874,0.411,113.031,4
"Phyric",22,222887,0.515,0.853,1,-2.778,0,0.043,0.000602,0,0.244,0.186,154.89,4
"Physika",19,193745.5,0.476,0.9275,0.5,-2.7665,0.5,0.0618,0.05729,0,0.1252,0.1935,154.9995,4
"Pia Allgaier;Friedel Morgenstern",18,216200,0.306,0.148,2,-14.233,1,0.0379,0.901,6.35e-06,0.09,0.151,75.52,4
"Pia Allgaier;Manik Zidan Gaschina;Ulli Essmann;Tina Frank;Toby Heinz;Pat Lawson;Ricarda Kinnen;Petra Scheeser",26,107533,0.618,0.739,1,-4.766,1,0.398,0.0993,0,0.148,0.673,181.572,4
"Pia Allgaier;Pat Lawson",18,120066,0.292,0.181,3,-13.796,1,0.0461,0.925,5.6e-06,0.217,0.116,138.526,5
"Pia Allgaier;Ulli Essmann;Tina Frank;Toby Heinz;Pat Lawson;Ricarda Kinnen;Petra Scheeser",28,2e+05,0.663,0.742,6,-5.918,0,0.131,0.21,0,0.0885,0.182,129.936,4
"Pia Douwes;Ensemble",20,122093,0.3,0.536,6,-8.232,1,0.12,0.373,4.35e-06,0.719,0.304,96.035,4
"Piano Genie",20.8,97246.4,0.5168,0.026834,7.2,-29.5342,0.8,0.05332,0.9826,0.923,0.10298,0.3638,110.4492,4
"Piano Peace",31,206693.25,0.42275,0.0369175,5.25,-25.77625,0.75,0.043125,0.98925,0.92,0.09125,0.0901,96.83375,4
"Piano Project",37,244072,0.463,0.232,1,-21.371,0,0.0462,0.991,0.952,0.112,0.561,172.059,4
"Piano Radiance",24,99983.6,0.3288,0.08568,5,-20.197,1,0.03866,0.988,0.9662,0.1426,0.3854,77.7722,3.8
"Piano Sunday",23.5,255005.5,0.3,0.129,7,-19.1725,0.5,0.03405,0.987,0.965,0.09545,0.138,77.5445,4
"PianoDeuss",39.75,170629.25,0.34175,0.1061375,8.25,-21.0625,0.375,0.040175,0.975,0.899875,0.13075,0.1245,113.03475,3.75
"Pickin' On Series",23.3636363636364,223525.454545455,0.681454545454545,0.492,4.45454545454545,-7.545,0.727272727272727,0.0332,0.704636363636364,0.00118288363636364,0.148436363636364,0.661727272727273,126.510090909091,4
"Pickin' On Series;Brad Davis",20,216053,0.679,0.49,2,-8.167,0,0.0299,0.507,4.04e-06,0.146,0.491,157.949,4
"Pickin' On Series;Brad Davis;Lou Ann Price",21,224920,0.76,0.628,5,-6.891,0,0.0276,0.598,0.000175,0.119,0.889,108.971,4
"Pickin' On Series;Brad Davis;Makenzie Rains",24,251760,0.757,0.472,0,-6.962,1,0.0276,0.602,2.84e-05,0.211,0.707,129.953,4
"Pickin' On Series;Iron Horse",27.6363636363636,241013.090909091,0.607636363636364,0.767272727272727,5.90909090909091,-7.79345454545455,0.818181818181818,0.0313818181818182,0.193518181818182,0.0152228181818182,0.165372727272727,0.754272727272727,135.189909090909,4
"Pickpocket",37,305830,0.505,0.857,2,-5.329,0,0.0382,0.00115,2.05e-06,0.0816,0.437,150.082,4
"Pidżama Porno",36,236593,0.4825,0.8995,6.5,-6.534,0.5,0.06105,0.026965,0.00227,0.2905,0.743,136.8795,4
"Piękni I Młodzi",34,252352,0.638,0.959,1,-3.907,0,0.0313,0.0326,0.101,0.0485,0.907,136.039,4
"Pierce Fulton",49,193124,0.608,0.871,7,-4.639,1,0.0512,0.0675,0,0.11,0.611,128.036,4
"Piero Cappuccilli",19,232666,0.439,0.133,0,-15.374,1,0.0697,0.994,0.0129,0.347,0.0711,89.6,4
"Piero Cappuccilli;Margherita Rinaldi",21,148066,0.399,0.34,8,-12.811,1,0.104,0.991,0.586,0.69,0.351,77.6,4
"Pierre Bachelet",33,250959.5,0.5235,0.494,5,-9.9065,1,0.05535,0.7255,1.28e-06,0.251,0.536,84.764,4
"Pierre Bokma",26.3333333333333,102159.666666667,0.597666666666667,0.426,4.66666666666667,-15.7703333333333,0,0.258966666666667,0.683666666666667,0,0.287,0.753333333333333,79.3133333333333,4
"Pierre Perret",32,201280,0.53,0.408,10,-10.054,0,0.0407,0.761,0,0.0704,0.837,88.901,4
"Pierre's Pfantasy Club",10,348911.333333333,0.799333333333333,0.864,10,-7.27233333333333,0.666666666666667,0.0770333333333333,0.0590233333333333,0.085022,0.0598666666666667,0.848333333333333,128.454,4
"Pierre's Pfantasy Club;J.R.",8,305893,0.7985,0.8145,4.5,-12.2885,1,0.0441,0.0019455,0.39805,0.07585,0.7985,122.6135,4
"Pietri",38,236720,0.533,0.473,8,-8.306,0,0.0253,0.17,0,0.11,0.323,155.989,4
"Pietro Lombardi",0,151835,0.594,0.548,9,-9.738,1,0.263,0.379,2.95e-05,0.135,0.278,95.932,4
"Pietro Mascagni;Julia Varady;The London Opera Chorus;National Philharmonic Orchestra;Gianandrea Gavazzeni",0,327979,0.219,0.336,7,-14.093,1,0.0436,0.973,0.00398,0.153,0.0638,133.728,4
"Pietro Mascagni;National Philharmonic Orchestra;Gianandrea Gavazzeni",29,125733,0.175,0.204,5,-18.887,1,0.041,0.847,0.937,0.605,0.0616,92.534,3
"Pietro Mascagni;Vincenzo Ciliberti",0,342117.666666667,0.227333333333333,0.344666666666667,4.33333333333333,-13.77,0.666666666666667,0.0403666666666667,0.958,0.874333333333333,0.155666666666667,0.163766666666667,131.450333333333,3.33333333333333
"PIG",19,334426,0.608,0.681,2,-9.089,0,0.0582,0.0123,2.19e-06,0.343,0.376,94.011,4
"Pig Destroyer",13.5806451612903,102868.838709677,0.293064516129032,0.948161290322581,4.93548387096774,-4.50174193548387,0.580645161290323,0.188277419354839,0.000165810967741935,0.329758457419355,0.206461290322581,0.196006451612903,122.634677419355,3.70967741935484
"Pig&Dan",10,427489.75,0.784,0.81,1.75,-10.98575,1,0.07,0.00670005,0.89525,0.09935,0.0448,130.752,4
"Pig&Dan;Gregor Tresher",36,253217,0.749,0.875,11,-10.262,1,0.0435,0.0534,0.89,0.101,0.222,119.994,4
"Pig&Dan;Malcolm Duncan",17,422848,0.388,0.535,10,-9.548,1,0.0344,0.0643,0.926,0.102,0.0956,88.904,4
"Pig&Dan;Victor Ruiz",38,517656,0.743,0.932,10,-8.182,0,0.0403,0.00463,0.898,0.11,0.129,130.007,4
"Pigeon Pit",27.25,189475,0.538,0.557,5.5,-7.12925,1,0.060275,0.637425,3.03875e-05,0.10195,0.5405,113.342,4
"Pigface",22.25,250359.75,0.61375,0.8335,4.75,-10.42625,0.75,0.1161,0.011725,0.032236525,0.57175,0.32025,117.07225,4
"Pile",26,197880,0.321,0.722,10,-9.008,1,0.046,0.0156,0.482,0.155,0.101,134.479,4
"Pilli Bebek",40,302773,0.254,0.692,9,-7.634,0,0.0382,0.00965,0.00408,0.16,0.367,166.036,3
"Pillow Queens",25,238306,0.459,0.623,0,-8.079,1,0.0502,0.193,0,0.113,0.179,126.094,4
"Pina Colada Blues;Anumita Nadesan",58,167000,0.567,0.573,3,-8.465,1,0.0502,0.684,0.444,0.108,0.21,120.014,4
"Pina Colada Blues;Aromal Chekaver",30,232062,0.426,0.536,0,-8.63,1,0.0393,0.717,0.0025,0.162,0.211,79.99,4
"Pina Colada Blues;Mridul Anil",32,252515.5,0.6245,0.34,1.5,-9.3415,0.5,0.0299,0.692,0.0001725,0.0952,0.2715,119.993,4
"Pina Colada Blues;Nikita Uday;Farish Reheman",24,361782,0.623,0.346,0,-15.099,1,0.0344,0.824,0.0504,0.0564,0.148,127.992,4
"Pina Colada Blues;XACHIN;GWS",30,248663,0.769,0.415,2,-10.204,0,0.0441,0.6,0.000882,0.172,0.554,129.984,4
"Pina Colada Blues;Yash Narvekar",24,178666,0.569,0.522,1,-7.965,0,0.0556,0.0929,1.77e-05,0.0972,0.308,90.022,4
"PIÑA PINK",38,186754.3,0.6884,0.2811,6.8,-14.544,0.6,0.07923,0.904,0.8309,0.28071,0.27302,94.6903,4
"Pinch",30,319416,0.787,0.292,7,-15.108,0,0.0772,0.141,0.929,0.11,0.0854,136.013,4
"Pinhani",42.3333333333333,272207.5,0.5065,0.528333333333333,4.33333333333333,-9.123,0.333333333333333,0.0725833333333333,0.339983333333333,0.00096858,0.23525,0.350833333333333,116.785833333333,3.66666666666667
"Pinhead Gunpowder",20,148561,0.463,0.977,0,-3.869,1,0.0779,0.00067,0,0.303,0.683,96.275,4
"Pink Boss",21,176378,0.541,0.627,3,-8.764,0,0.0723,0.392,0,0.125,0.682,130.056,5
"Pink Boss;Love Star Music",19.5,163356.5,0.6265,0.605,6,-7.941,0,0.1745,0.343,0,0.276,0.5145,108.215,4.5
"Pink Floyd",55.7752808988764,341909.494382023,0.42947191011236,0.38406404494382,5.17977528089888,-14.7209775280899,0.651685393258427,0.0440078651685393,0.354721348314607,0.221392868651685,0.318595505617978,0.273361797752809,116.163966292135,3.8314606741573
